,tweet_id,text,query,user_id,user_name,follower_count,user_tweet_count,likes,retweets,location_name,latitude,longitude,user_location,date
1,1.35E+18,right because letting the pandemic run riot watching death rates mount as the nhs collapses to the point you are aware youre probably on your own should youfamily get sick that wouldnt be a downer at all because gyms,death rates,367649059,,68,6993,6,0,,NA,NA,,1/6/21
2,1.35E+18,revjoe great show patriots thank you more prayers for americas covid19 recovery please wear a mask,covid,2400916699,,3217,29577,1,0,,NA,NA,CA,1/6/21
3,1.35E+18,mean while still no riot gear make it make sense chief contee will contribute to the increase of covid19 numbers because are not making them enforce covid guidelines and the dc wearamask,covid,1.34E+18,,86,694,0,16,,NA,NA,,1/6/21
4,1.35E+18,not prisons though not solitary confinement not sentencing reform still have 1 in 9 people serving life have lost 120 people to covid facilities failing sewage backing up riots around the state 4 commutations in a pandemic refusing meetings w advocates for months,covid,1.06E+18,,3355,7616,0,17,,NA,NA,NY,1/6/21
5,1.35E+18,only a true patriot would travel to washington dc to urinate on the us capitol,travel,17323476,,883,38101,1,0,,NA,NA,,1/6/21
6,1.35E+18,if you have the time amp money to travel to dc in the midst of a pandemic and the economic crisis of a lifetime to rally on behalf of a conman who pays 750 in taxes and has only taken from this country never given youre not a patriot youre a fool,travel,1.29E+18,,408,9852,0,7048,,NA,NA,,1/6/21
7,1.35E+18,if you have the time amp money to travel to dc in the midst of a pandemic and the economic crisis of a lifetime to rally on behalf of a conman who pays 750 in taxes and has only taken from this country never given youre not a patriot youre a fool,travel,1.10E+18,,10,658,0,7048,,NA,NA,,1/6/21
8,1.35E+18,banana republic is what we called them a ways back countries where lawlessness reigns supreme where the sitting president incites riots etc,travel,2434600196,,256,2942,3,0,,NA,NA,,1/6/21
9,1.35E+18,if you have the time amp money to travel to dc in the midst of a pandemic and the economic crisis of a lifetime to rally on behalf of a conman who pays 750 in taxes and has only taken from this country never given youre not a patriot youre a fool,travel,18109492,,134,9601,0,7048,,NA,NA,USA,1/6/21
10,1.35E+18,in furtherance of a riot and who either during the course of any such travel or use or thereafter performs or attempts to perform any other overt act for any purpose specified 5,travel,325389471,,3025,9063,5,0,,NA,NA,PA,1/6/21
11,1.35E+18,reminder fo what capitol security in full militarygrade riot gear looked like for black lives matter protests this summer,travel,24559714,,22698,5156,0,137758,,NA,NA,,1/6/21
12,1.35E+18,the proud boys travel state lines and to places they arent from to intimidate the proud boys were the ones storming the capitol and defaced a black church the proud boys and cops were planted to incite riots blamed on antifa and blm,travel,1.06E+18,,43,2985,5,0,,NA,NA,TX,1/6/21
13,1.35E+18,heres an idea after theyre finished counting the ec votes someone draft articles of impeachment charges are sedition and inciting a riot remove him from office today pence can see out the next two weeks,travel,38470444,,1425,13707,7,1,,NA,NA,NY,1/6/21
14,1.35E+18,if you have the time amp money to travel to dc in the midst of a pandemic and the economic crisis of a lifetime to rally on behalf of a conman who pays 750 in taxes and has only taken from this country never given youre not a patriot youre a fool,travel,1.35E+18,,2,352,0,7048,,NA,NA,,1/6/21
15,1.35E+18,i thought the patriots respected property didnt that kyle guy travel to wisconsin with weapons ostensibly to protect property where is he now with that same energy,travel,99670103,,1230,174386,0,1,,NA,NA,,1/6/21
16,1.35E+18,i thought the patriots respected property didnt that kyle guy travel to wisconsin with weapons ostensibly to protect property where is he now with that same energy,travel,207601941,,1262,110407,2,1,,NA,NA,NY,1/6/21
17,1.35E+18,trump should be charged w incitement of a riot if any of these protestors have jobs since they have the time travel to a protest they should be fired hopefully the media has lots of photos of these childish fools,travel,8.18E+17,,342,27778,0,0,"Cincinnati, OH",-84.710722,39.052962,OH,1/6/21
18,1.35E+18,if you have the time amp money to travel to dc in the midst of a pandemic and the economic crisis of a lifetime to rally on behalf of a conman who pays 750 in taxes and has only taken from this country never given youre not a patriot youre a fool,travel,8.33E+17,,149,53786,0,7047,,NA,NA,VA,1/6/21
19,1.35E+18,if you have the time amp money to travel to dc in the midst of a pandemic and the economic crisis of a lifetime to rally on behalf of a conman who pays 750 in taxes and has only taken from this country never given youre not a patriot youre a fool,travel,9.53E+17,,2205,13716,0,7047,,NA,NA,FL,1/6/21
20,1.35E+18,breaking news breaking news its very obvious america hakuna mawe trump supporters would be in full riot at capitol hill travel advisories from expected shortly following electoral violence in america,travel,22052038,,1195,20906,0,0,,NA,NA,,1/6/21
21,1.35E+18,how to select the best marriott annual choice benefit by the jan 8 deadline travel explore,travel,2717519659,,425,36611,0,0,,NA,NA,,1/6/21
22,1.35E+18,how to select the best marriott choice benefit the points guy photography travel photo traveldestination vacation traveltips,travel,938879646,,2141,7744,0,0,,NA,NA,,1/6/21
23,1.35E+18,blog new york city usa 2019 nyc usa thehighline hudsonriver christopherstreetpiers posefx stonewallriots stonewallinn lgbtq blog travel,travel,546823454,,4018,33055,0,1,,NA,NA,,1/6/21
24,1.35E+18,people dont want no war what the hell they trying to do spread the coronavirus and bring that other bad ass virus to the light fight your damn selveslook in the mirror and just slap your damn selves for trying to start a race riot and spreading the virus get real ,coronavirus,1.33E+18,,2,184,0,0,,NA,NA,,1/6/21
25,1.35E+18,the health care debate is proof the coronavirus was epidemic riots broke out all over the united states president of healthcare peoples republic of china is trying to sell vaccine of made in china,coronavirus,1.25E+18,,32,29309,0,0,,NA,NA,,1/6/21
26,1.35E+18,iswh investing in the bitcoin stock market hvbtf iswh mara riot,stock market,2649125354,,275,20139,0,1,,NA,NA,FL,1/6/21
27,1.35E+18,iswh investing in the bitcoin stock market hvbtf iswh mara riot,stock market,7.61E+17,,433,2534,4,1,,NA,NA,,1/6/21
28,1.35E+18,investing in the bitcoin stock market hvbtf iswh mara riot bankofamerica bitcoin blockchain bloomberg cryptocurrency cryptostocks jpmorgan robinhood stimulus wednesdaymotivation,stock market,9.02E+17,,2391,4546,0,7,,NA,NA,,1/6/21
29,1.35E+18,investing in the bitcoin stock market hvbtf iswh mara riot bankofamerica bitcoin blockchain bloomberg cryptocurrency cryptostocks jpmorgan robinhood stimulus wednesdaymotivation,stock market,324647050,,4706,3254,0,7,,NA,NA,,1/6/21
30,1.35E+18,drilling commencing at patriot golds windy peak gold project in nevada stockmarket,stock market,1.09E+18,,12845,105532,0,0,,NA,NA,,1/6/21
31,1.35E+18,investing in the bitcoin stock market hvbtf iswh mara riot bankofamerica bitcoin blockchain bloomberg cryptocurrency cryptostocks jpmorgan robinhood stimulus wednesdaymotivation,stock market,215839858,,5470,311,0,7,,NA,NA,,1/6/21
32,1.35E+18,investing in the bitcoin stock market hvbtf iswh mara riot bankofamerica bitcoin blockchain bloomberg cryptocurrency cryptostocks jpmorgan robinhood stimulus wednesdaymotivation,stock market,2359047456,,732,1515,0,7,,NA,NA,,1/6/21
33,1.35E+18,ok i put my whole stimmy into the stock market on mara amp riot specifically take a look bitcoin broke 35k last night and these already seem to be starting off a good day lol,stock market,2846766023,,1089,16730,0,0,,NA,NA,,1/6/21
34,1.35E+18,the obvious shortage of pure bitcoin btc stock plays continues to show up in the market new bitcoin etfs will continue to show up and need share supply riot mara btbt hvbtf mstr brphf will continue to be in huge demand just buy em,stock market,1.14E+18,,8635,1003960,0,1,,NA,NA,,1/6/21
35,1.35E+18, investing in the bitcoin stock market hvbtf iswh mara riot,stock market,614624536,,3690,156623,0,0,,NA,NA,CA,1/6/21
36,1.35E+18,investing in the bitcoin stock market hvbtf iswh mara riot bankofamerica bitcoin blockchain bloomberg cryptocurrency cryptostocks jpmorgan robinhood stimulus wednesdaymotivation,stock market,2374156970,,780,6399,10,7,,NA,NA,USA,1/6/21
37,1.35E+18,hvbtf iswh mara riot investing in the bitcoin stock market bitcoin btc cryptonews cryptocurrencynews crypto via,stock market,7.38E+17,,2504,10664,3,0,,NA,NA,USA,1/6/21
38,1.35E+18,hvbtf mara riot iswh investing in the bitcoin stock market report by edm media bitcoin btc cryptocurrency cryptonews cryptocurrencynews cryptomining edmmedia otcprwire,stock market,7.38E+17,,2504,10664,2,0,,NA,NA,USA,1/6/21
39,1.35E+18,mara new article investing in the bitcoin stock market otc us hvbtf otc us iswh nasdaq mara nasdaq riot get all the latest mara related news here ,stock market,9.63E+17,,1595,209137,0,0,,NA,NA,,1/6/21
40,1.35E+18,the obvious shortage of pure bitcoin btc stock plays continues to show up in the market new bitcoin etfs will continue to show up and need share supply riot mara btbt hvbtf mstr brphf will continue to be in huge demand just buy em,stock market,2389901779,,65,3528,2,1,,NA,NA,,1/6/21
41,1.35E+18,it is laugh out loud funny to me that people are still pretending had more support in this country than this country belongs to patriots amp they stand firmly behind trump the media tech lords amp pandemic werent powerful enough to stop this,pandemic,8.78E+17,candace owens,2613174,4771,63760,17220,,NA,NA,NY,1/6/21
42,1.35E+18,if you have the time amp money to travel to dc in the midst of a pandemic and the economic crisis of a lifetime to rally on behalf of a conman who pays 750 in taxes and has only taken from this country never given youre not a patriot youre a fool,pandemic,1.05E+18,,153,5914,0,7047,,NA,NA,FL,1/6/21
43,1.35E+18,if you have the time amp money to travel to dc in the midst of a pandemic and the economic crisis of a lifetime to rally on behalf of a conman who pays 750 in taxes and has only taken from this country never given youre not a patriot youre a fool,pandemic,8.50E+17,,131,8251,0,7047,,NA,NA,,1/6/21
44,1.35E+18,on january 21 republicans will blame for everything thats broken the pandemic response the economic collapse street riots american voters will get amnesia amp believe them by the next election,pandemic,289702880,,894,208385,0,0,,NA,NA,CA,1/6/21
45,1.35E+18,this indeed black voters turned out despite an onslaught of failed voter challenges intimidation and misinformationa pandemic in which our communities have been ravaged no less this is the definition of patriotism blackvotersmatter,pandemic,7.51E+17,,1106,110767,0,103,,NA,NA,TX,1/6/21
46,1.35E+18,nonessential travel in a pandemic is not patriotic,pandemic,38947867,,3148,194042,0,3,,NA,NA,,1/6/21
47,1.35E+18,if you have the time amp money to travel to dc in the midst of a pandemic and the economic crisis of a lifetime to rally on behalf of a conman who pays 750 in taxes and has only taken from this country never given youre not a patriot youre a fool,pandemic,1.05E+18,,68,2856,0,7047,,NA,NA,WA,1/6/21
48,1.35E+18,this indeed black voters turned out despite an onslaught of failed voter challenges intimidation and misinformationa pandemic in which our communities have been ravaged no less this is the definition of patriotism blackvotersmatter,pandemic,18854968,,1273,14562,0,103,,NA,NA,MD,1/6/21
49,1.35E+18,i totally respect their right to protest in a pandemic dear old covid will look after them all just fine interesting there are no guns or police shooting tear gas and riot shields though,pandemic,398296512,,144,4179,0,0,,NA,NA,,1/6/21
50,1.35E+18,if you have the time amp money to travel to dc in the midst of a pandemic and the economic crisis of a lifetime to rally on behalf of a conman who pays 750 in taxes and has only taken from this country never given youre not a patriot youre a fool,pandemic,342749902,,1529,31605,0,7046,,NA,NA,,1/6/21
51,1.35E+18,i know that this was before corona too but the reason was cold war bw china and america and different riots too want to know effects of delhi riots or want to know how much our economy depend upon netizens,economy,1.33E+18,,7,627,0,0,,NA,NA,,1/6/21
52,1.35E+18,riots protests and marches again you cant expect the economy and unemployment to not take a hit with shutdowns,economy,8.40E+17,,32,4440,0,0,,NA,NA,,1/6/21
53,1.35E+18,because30 yrs ago only the best chinese women had the chance to marry americans they had been enjoying this privilege over their compatriot for many years and thought it would be lasting during their whole lives but it was in this 30year period the chinese economy begun to,economy,1.30E+18,,404,5358,0,0,,NA,NA,USA,1/6/21
54,1.35E+18,note germany gdp loss is greater i guess thats the price to pay to save lives what do you think uk should now reopen the economy and allow virus to run riot how do you manage additional deaths due to nhs overwhelmed,economy,16590973,,596,4758,0,0,,NA,NA,,1/6/21
55,1.35E+18,i love our president hes given every ounce of energy to our country hes helped millions of ignorant democrats along with we patriots were safer the world is safer our economy is strong despite a politicized pandemic but today im walking to arlington national,economy,1402371320,,989,2165,0,0,,NA,NA,,1/6/21
56,1.35E+18,more photos from the scene as rioters from the march for trump stormed the us capitol resulting in the evacuation of lawmakers staff and reporters and the lockdown of at least three buildings,lockdown,474241691,,155,7714,0,1004,,NA,NA,,1/6/21
57,1.35E+18,if that happend here i guarantee you there would be riots in our capital city because that happend last time we were supposed to have a lockdown,lockdown,1.21E+18,,52,1129,2,0,,NA,NA,,1/6/21
58,1.35E+18,incited by the president who blames the media rioters attack media equipment at the capitol praying for continued safety of all those doing their jobs today,jobs,21583653,susan tompor,5473,34322,0,46,,NA,NA,,1/6/21
59,1.35E+18,god bless president trump and his family for all you have done for usa military upgrade economy upstocks up business back to america which brought jobs riots started to ring media ratings up more riotskilling racism back media upgrades the fact for ratingcausing hate,jobs,859253263,,1,283,0,0,,NA,NA,AK,1/6/21
60,1.35E+18,this is testing time for all real patriots otherwise andhbhakti would get our country drowned time to wake up and support this revolutionary movement worldsupportindianfarmers ,testing,1.26E+18,,209,800,0,2,,NA,NA,,1/6/21
61,1.35E+18,what if the ruckus with ahmaud arberry at the beginning of 2020 was beta testing for the george floyd riots we have now,testing,1.13E+18,,10,450,0,0,,NA,NA,,1/6/21
62,1.35E+18,this is testing time for all real patriots otherwise andhbhakti would get our country drowned time to wake up and support this revolutionary movement worldsupportindianfarmers ,testing,2830041998,,7254,45610,0,2,,NA,NA,,1/6/21
63,1.35E+18,yeah we could have hundreds of thousands of preventable deaths massive unemployment and rioting in the streets oh wait we have that under trump right now,unemployment,8.11E+17,,7,3313,17,0,,NA,NA,,1/6/21
64,1.35E+18,covid19 covid covidiots through deaths lockdownextensions raised suicides domesticviolence sexualabuse unemployment etc covid19 has caused havoc hunger amp riots r awaited no drugs no vaccine stop it take advice,unemployment,7.28E+17,,4898,176837,1,1,,NA,NA,,1/6/21
65,1.35E+18,were a small country on an island heavily reliant on tourism now broken our borders closed small businesses screwed suicides unemployment depression anxiety hopelessness poverty domestic violenceall at unprecedented levels our numbkin populace are void of patriots,unemployment,9.48E+17,,0,10,0,0,,NA,NA,,1/6/21
66,1.35E+18,wake up johnson isnt making the decisions no going back now great depression looming they will need lock downs to quell riots and unease due to mass unemployment and the collapse of confidence in the govt,unemployment,9.38E+17,,340,10186,1,0,,NA,NA,,1/6/21
67,1.35E+18,ffs you think america is thriving under gop no major infrastructure record unemployment 21 millioninfected with covid 370000dead from covid botched vaccine administration no leadership from president riots racism etc etc is that an america youre proud of tommy,unemployment,2928071970,,1333,67457,0,0,,NA,NA,,1/6/21
68,1.35E+18,welp dad and mum have been told to go into strict shielding by his respiratory nurse as covid is rioting down in christchurch and bournemouth she can only leave the house at night to walk the dog nurse is hopeful dad will get his first vaccine in 4 to 6 weeks,vaccine,394634247,,1696,17646,10,0,,NA,NA,,1/6/21
69,1.35E+18,iran coronavirus death toll exceeds 197400 not only has our system not procured covid19 vaccines but also has launched a vaccine which its clinical trial is yet to start that more of compatriots are going to be infected amp die statecontrolled shargh jan5 2021,vaccine,8.22E+17,,440,110670,0,48,,NA,NA,CA,1/6/21
70,1.35E+18,trumps america looking more and more like a banana republic no national vaccine rollout plan and republicans rioting in the streets of the capital,vaccine,326721022,,1997,76173,0,2,,NA,NA,,1/6/21
71,1.35E+18,the president is inciting violent riots shut him down now,president,4895756119,,67,1735,0,5107,,NA,NA,OK,1/6/21
72,1.35E+18,nazi flags and confederate flags are flying at the us capitol as part of a riot incited by the president is really a combination of words,president,317775431,,8518,58043,0,8868,,NA,NA,,1/6/21
73,1.35E+18,if the rioting mob is waving a flag with an incumbent presidents name on it and wearing official hats from the presidents campaign and demanding that the president be kept in control of the nation despite losing an election theyre not anarchists,president,24203117,,241,10151,0,3474,,NA,NA,,1/6/21
74,1.35E+18,nazi flags and confederate flags are flying at the us capitol as part of a riot incited by the president is really a combination of words,president,1.07E+18,,404,10655,0,8868,,NA,NA,AZ,1/6/21
75,1.35E+18,nazi flags and confederate flags are flying at the us capitol as part of a riot incited by the president is really a combination of words,president,377361089,,187,14439,0,8868,,NA,NA,GA,1/6/21
76,1.35E+18,nazi flags and confederate flags are flying at the us capitol as part of a riot incited by the president is really a combination of words,president,7.45E+17,,62,1095,0,8868,,NA,NA,,1/6/21
77,1.35E+18,nazi flags and confederate flags are flying at the us capitol as part of a riot incited by the president is really a combination of words,president,2348802492,,452,2839,0,8868,,NA,NA,,1/6/21
78,1.35E+18,if the rioting mob is waving a flag with an incumbent presidents name on it and wearing official hats from the presidents campaign and demanding that the president be kept in control of the nation despite losing an election theyre not anarchists,president,13161742,,240,3445,0,3474,,NA,NA,USA,1/6/21
79,1.35E+18,as president grant said that is we have a government and laws and a flag and they must all be sustained there are but two parties now traitors and patriots and i want hereafter to be ranked with the latter and i trust the stronger party,president,104883304,,3200,42790,0,116,,NA,NA,ME,1/6/21
80,1.35E+18,you better get on tv and tell these people to stand down this isnt venezuela is it i thought your people were blue liners you invited this riot mr president dcprotests,president,46409120,,146,4966,0,0,,NA,NA,,1/6/21
81,1.35E+18,and they have been incited to do so by the sitting president of the united states never forget that this is the riot donald trump wanted 33,president,5514802,,2385,127841,8,2,,NA,NA,MD,1/6/21
82,1.35E+18,lets not forget that these rioters are being motivated by a mountain of lies told by the president over an election he decisively lost words have consequences,president,7.49E+17,,473,173836,0,412,,NA,NA,PA,1/6/21
83,1.35E+18,nazi flags and confederate flags are flying at the us capitol as part of a riot incited by the president is really a combination of words,president,2342153315,,196,3745,0,8868,,NA,NA,,1/6/21
84,1.35E+18,shame on you mr president shame on you this is not patriotic this is not lawful this is not american this is a direct destruction of our democracy,president,1216243573,,24,322,0,167,,NA,NA,,1/6/21
85,1.35E+18,im in the capitol im safe and my team and i are sheltering in place the president of the united states has incited a riot that has now stormed the capitol there are rioters roaming the halls of the capitol i saw them with my own eyes our country deserves better,president,2155730208,,476,42643,0,16839,,NA,NA,MN,1/6/21
86,1.35E+18,lets not forget that these rioters are being motivated by a mountain of lies told by the president over an election he decisively lost words have consequences,president,93892455,,218,5719,0,412,,NA,NA,TX,1/6/21
87,1.35E+18,and yet those rioters didnt carry flags with the name of a dnc president these rioters are speaking for the rnc they want the rncnominiated president to remain in office despite losing the election any thoughts on that,president,13221302,,10261,168815,1,0,,NA,NA,,1/6/21
88,1.35E+18,im in the capitol im safe and my team and i are sheltering in place the president of the united states has incited a riot that has now stormed the capitol there are rioters roaming the halls of the capitol i saw them with my own eyes our country deserves better,president,355950375,,165,2743,0,16839,,NA,NA,,1/6/21
89,1.35E+18,if the rioting mob is waving a flag with an incumbent presidents name on it and wearing official hats from the presidents campaign and demanding that the president be kept in control of the nation despite losing an election theyre not anarchists,president,7.66E+17,,147,41137,0,3474,,NA,NA,,1/6/21
90,1.35E+18,the president as well as conservative media and politicians condemn this riot that is the difference,president,1.26E+18,,43,5955,0,21,,NA,NA,,1/6/21
91,1.35E+18,american elected officials are hiding in their offices because theyre scared of rioting trump supporters who have broken into the capital bldg while the gop tries to overturn the election and the president says nothing did i forget anything,president,1.09E+18,,294,36562,0,34,,NA,NA,,1/6/21
92,1.35E+18,nazi flags and confederate flags are flying at the us capitol as part of a riot incited by the president is really a combination of words,president,2478693141,,284,12413,0,8868,,NA,NA,FL,1/6/21
93,1.35E+18,omg this is what your president advocates he wants a banana republic and you support him what kind of patriot are you,president,147219821,,1,278,0,0,,NA,NA,,1/6/21
94,1.35E+18,im in the capitol im safe and my team and i are sheltering in place the president of the united states has incited a riot that has now stormed the capitol there are rioters roaming the halls of the capitol i saw them with my own eyes our country deserves better,president,8.72E+17,,170,2615,0,16839,,NA,NA,KS,1/6/21
95,1.35E+18,if you are an american if you are patriotic you dont do whats happening now now is when president trump needs to give a warning then bring out national guard but really whats wrong with an audit if there was no cheating either way america is screwed,president,291412009,,128,36331,0,0,,NA,NA,,1/6/21
96,1.35E+18,if the rioting mob is waving a flag with an incumbent presidents name on it and wearing official hats from the presidents campaign and demanding that the president be kept in control of the nation despite losing an election theyre not anarchists,president,377443869,,112,44926,0,3474,,NA,NA,,1/6/21
97,1.35E+18,if the rioting mob is waving a flag with an incumbent presidents name on it and wearing official hats from the presidents campaign and demanding that the president be kept in control of the nation despite losing an election theyre not anarchists,president,389654609,,198,1722,0,3474,,NA,NA,USA,1/6/21
98,1.35E+18, is using his twitter account to attack his own vicepresident for not breaking the law while rioters he incited have disrupted the certification of election results it deserves impeachment but first it merits him finally losing his twitter account ,president,136520010,,89,10431,0,139,,NA,NA,,1/6/21
99,1.35E+18,nazi flags and confederate flags are flying at the us capitol as part of a riot incited by the president is really a combination of words,president,637003658,,1613,34949,0,8868,,NA,NA,NY,1/6/21
100,1.35E+18,todays protesters behavior those who breached barriers and broke into the capitol building it isnt patriotic so dont confuse what it is its fanning the ego of 45 who wont be president in two weeks despicable,president,51618456,,24,261,0,0,,NA,NA,,1/6/21
101,1.35E+18,lets not forget that these rioters are being motivated by a mountain of lies told by the president over an election he decisively lost words have consequences,president,421453413,,335,2820,0,412,,NA,NA,NY,1/6/21
102,1.35E+18,nazi flags and confederate flags are flying at the us capitol as part of a riot incited by the president is really a combination of words,president,4840843235,,14,298,0,8868,,NA,NA,,1/6/21
103,1.35E+18,im in the capitol im safe and my team and i are sheltering in place the president of the united states has incited a riot that has now stormed the capitol there are rioters roaming the halls of the capitol i saw them with my own eyes our country deserves better,president,2503348728,,434,7427,0,16839,,NA,NA,,1/6/21
104,1.35E+18,im in the capitol im safe and my team and i are sheltering in place the president of the united states has incited a riot that has now stormed the capitol there are rioters roaming the halls of the capitol i saw them with my own eyes our country deserves better,president,9.01E+17,,335,9659,0,16839,,NA,NA,,1/6/21
105,1.35E+18,the president of the united states has literally incited a riot if they were covering this happening in any other country they would call it what it is a fucking coup attempt,president,1.10E+18,,193,2952,0,12,,NA,NA,PA,1/6/21
106,1.35E+18,im in the capitol im safe and my team and i are sheltering in place the president of the united states has incited a riot that has now stormed the capitol there are rioters roaming the halls of the capitol i saw them with my own eyes our country deserves better,president,825879270,,307,1546,0,16839,,NA,NA,,1/6/21
107,1.35E+18,if the rioting mob is waving a flag with an incumbent presidents name on it and wearing official hats from the presidents campaign and demanding that the president be kept in control of the nation despite losing an election theyre not anarchists,president,7.59E+17,,593,16377,0,3474,,NA,NA,CA,1/6/21
108,1.35E+18,twitter should cut you off completely youre inciting riots youre a major trouble maker not a president im so ashamed that i voted for you in 2016 my heart is in my stomach with whats going on in dc,president,1.20E+18,,494,4531,0,0,,NA,NA,USA,1/6/21
109,1.35E+18,if the rioting mob is waving a flag with an incumbent presidents name on it and wearing official hats from the presidents campaign and demanding that the president be kept in control of the nation despite losing an election theyre not anarchists,president,2223472056,,572,90394,0,3474,,NA,NA,NV,1/6/21
110,1.35E+18,if the rioting mob is waving a flag with an incumbent presidents name on it and wearing official hats from the presidents campaign and demanding that the president be kept in control of the nation despite losing an election theyre not anarchists,president,44644109,,981,36633,0,3474,,NA,NA,,1/6/21
111,1.35E+18,im in the capitol im safe and my team and i are sheltering in place the president of the united states has incited a riot that has now stormed the capitol there are rioters roaming the halls of the capitol i saw them with my own eyes our country deserves better,president,1430892319,,327,10786,0,16839,,NA,NA,,1/6/21
112,1.35E+18,the president is inciting violent riots shut him down now,president,21622324,,50,18386,0,5107,,NA,NA,,1/6/21
113,1.35E+18,theyre hiding the president from the people that he instructed to riot,president,3302494132,,335,44915,0,121,,NA,NA,,1/6/21
114,1.35E+18,if the rioting mob is waving a flag with an incumbent presidents name on it and wearing official hats from the presidents campaign and demanding that the president be kept in control of the nation despite losing an election theyre not anarchists,president,3102906209,,131,38364,0,3474,,NA,NA,USA,1/6/21
115,1.35E+18,nazi flags and confederate flags are flying at the us capitol as part of a riot incited by the president is really a combination of words,president,4131052992,,244,554,0,8868,,NA,NA,,1/6/21
116,1.35E+18,im in the capitol im safe and my team and i are sheltering in place the president of the united states has incited a riot that has now stormed the capitol there are rioters roaming the halls of the capitol i saw them with my own eyes our country deserves better,president,314285236,,173,28471,0,16839,,NA,NA,,1/6/21
117,1.35E+18,nazi flags and confederate flags are flying at the us capitol as part of a riot incited by the president is really a combination of words,president,1438133335,,1308,19431,0,8868,,NA,NA,,1/6/21
118,1.35E+18,if ever a case for dc statehood were made the dod denying the national guard today because the president likes these riots is it,president,816251070,,771,108650,0,44,,NA,NA,,1/6/21
119,1.35E+18,the president is inciting violent riots shut him down now,president,1.21E+18,,11,14766,0,5107,,NA,NA,,1/6/21
120,1.35E+18,the president is inciting violent riots shut him down now,president,1.19E+18,,1870,34228,0,5107,,NA,NA,TX,1/6/21
121,1.35E+18,if the rioting mob is waving a flag with an incumbent presidents name on it and wearing official hats from the presidents campaign and demanding that the president be kept in control of the nation despite losing an election theyre not anarchists,president,21092907,,603,54470,0,3474,,NA,NA,MI,1/6/21
122,1.35E+18,nazi flags and confederate flags are flying at the us capitol as part of a riot incited by the president is really a combination of words,president,1912758164,,601,73053,0,8868,,NA,NA,,1/6/21
123,1.35E+18,lets not forget that these rioters are being motivated by a mountain of lies told by the president over an election he decisively lost words have consequences,president,16506769,,4706,352541,0,412,,NA,NA,,1/6/21
124,1.35E+18,nazi flags and confederate flags are flying at the us capitol as part of a riot incited by the president is really a combination of words,president,2409631837,,525,14100,0,8868,,NA,NA,KS,1/6/21
125,1.35E+18,if the rioting mob is waving a flag with an incumbent presidents name on it and wearing official hats from the presidents campaign and demanding that the president be kept in control of the nation despite losing an election theyre not anarchists,president,130257415,,291,26464,0,3474,,NA,NA,USA,1/6/21
126,1.35E+18,if the rioting mob is waving a flag with an incumbent presidents name on it and wearing official hats from the presidents campaign and demanding that the president be kept in control of the nation despite losing an election theyre not anarchists,president,1353918541,,2182,104857,0,3474,,NA,NA,CA,1/6/21
127,1.35E+18,im in the capitol im safe and my team and i are sheltering in place the president of the united states has incited a riot that has now stormed the capitol there are rioters roaming the halls of the capitol i saw them with my own eyes our country deserves better,president,252284763,,126,2573,0,16839,,NA,NA,,1/6/21
128,1.35E+18,nazi flags and confederate flags are flying at the us capitol as part of a riot incited by the president is really a combination of words,president,184726716,,3183,49821,0,8868,,NA,NA,,1/6/21
129,1.35E+18,shame on you mr president shame on you this is not patriotic this is not lawful this is not american this is a direct destruction of our democracy,president,522161178,,75,2379,0,167,,NA,NA,,1/6/21
130,1.35E+18,the president of the united states has instigated a riot this is embarsssing to our country,president,1.25E+18,,2,10,0,1133,,NA,NA,CT,1/6/21
131,1.35E+18,if the rioting mob is waving a flag with an incumbent presidents name on it and wearing official hats from the presidents campaign and demanding that the president be kept in control of the nation despite losing an election theyre not anarchists,president,2430646356,,21,5801,0,3474,,NA,NA,,1/6/21
132,1.35E+18,would you support president trump forming his own political party definitely i would they dont have our backs they dont have the presidents back its about time you know we start a patriot party saveamericamarch,president,104241302,,164,7056,0,41,,NA,NA,,1/6/21
133,1.35E+18,nazi flags and confederate flags are flying at the us capitol as part of a riot incited by the president is really a combination of words,president,4133964256,,366,14465,0,8868,,NA,NA,,1/6/21
134,1.35E+18,nazi flags and confederate flags are flying at the us capitol as part of a riot incited by the president is really a combination of words,president,131708969,,1215,168967,0,8868,,NA,NA,,1/6/21
135,1.35E+18,the president is inciting violent riots shut him down now,president,222031846,,102,29195,0,5107,,NA,NA,,1/6/21
136,1.35E+18,im in the capitol im safe and my team and i are sheltering in place the president of the united states has incited a riot that has now stormed the capitol there are rioters roaming the halls of the capitol i saw them with my own eyes our country deserves better,president,259366525,,433,18959,0,16839,,NA,NA,,1/6/21
137,1.35E+18,lets not forget that these rioters are being motivated by a mountain of lies told by the president over an election he decisively lost words have consequences,president,3082370998,,1923,471837,0,412,,NA,NA,,1/6/21
138,1.35E+18,if the rioting mob is waving a flag with an incumbent presidents name on it and wearing official hats from the presidents campaign and demanding that the president be kept in control of the nation despite losing an election theyre not anarchists,president,284838899,,787,248771,0,3474,,NA,NA,,1/6/21
139,1.35E+18,im in the capitol im safe and my team and i are sheltering in place the president of the united states has incited a riot that has now stormed the capitol there are rioters roaming the halls of the capitol i saw them with my own eyes our country deserves better,president,8.66E+17,,2740,92106,0,16839,,NA,NA,,1/6/21
